dropped_record_id,kept_record_id,match_rule,dropped_title,kept_title
R5D704E5DAE5D,R5D704E5DAE5D,doi_match+abstract_backfilled,"Reframing Climate Justice in South Africa: Addressing the Socio-Political, Economic, Land and Soil Dimensions of Environmental Inequality","Reframing Climate Justice in South Africa: Addressing the Socio-Political, Economic, Land and Soil Dimensions of Environmental Inequality"
R36E2180D988F,R36E2180D988F,doi_match+abstract_backfilled,"Construction and optimization of machine learning models based on remote sensing inversion of NH3-N and TP pollution in the Qiantang River Basin, China","Construction and optimization of machine learning models based on remote sensing inversion of NH3-N and TP pollution in the Qiantang River Basin, China"
R1A50C8DD04C3,R1A50C8DD04C3,doi_match+abstract_backfilled,"Health Insecurity and Occupational Risk Factors Among Urban Waste Collectors in Dhaka City, Bangladesh: A Cross-Sectional Study","Health Insecurity and Occupational Risk Factors Among Urban Waste Collectors in Dhaka City, Bangladesh: A Cross-Sectional Study"
RA38CFE53A8F0,RA38CFE53A8F0,doi_match+abstract_backfilled,Spatiotemporal patterns and drivers of carbon emissions from on-site wastewater treatment: Evidence from a city-wide long-term network,Spatiotemporal patterns and drivers of carbon emissions from on-site wastewater treatment: Evidence from a city-wide long-term network
R8DCF1E9D5F7F,R8DCF1E9D5F7F,doi_match+abstract_backfilled,"Bridging policy and space: A GIS-AHP framework for sustainable industrial land-use governance in secondary cities—evidence from Adama, Ethiopia","Bridging policy and space: A GIS-AHP framework for sustainable industrial land-use governance in secondary cities—evidence from Adama, Ethiopia"
R1A89A0F76189,R1A89A0F76189,doi_match+abstract_backfilled,"EMBEDDING CREATIVE COMMUNITIES IN URBAN TOURISM PLANNING: TOWARD A SMART CULTURE ECOSYSTEM FOR SUSTAINABLE CITY DEVELOPMENT IN SURAKARTA, INDONESIA","EMBEDDING CREATIVE COMMUNITIES IN URBAN TOURISM PLANNING: TOWARD A SMART CULTURE ECOSYSTEM FOR SUSTAINABLE CITY DEVELOPMENT IN SURAKARTA, INDONESIA"
RE574EB36EE90,RE574EB36EE90,doi_match+abstract_backfilled,Advances in Electrofusion Welding Technology for Polymeric Pipelines: From Process Optimization to Mechanism-Driven Control,Advances in Electrofusion Welding Technology for Polymeric Pipelines: From Process Optimization to Mechanism-Driven Control
R21A06DC383EB,R21A06DC383EB,doi_match+abstract_backfilled,Pore engineering and charge attenuation for covalent organic framework membranes: A new approach to high-performance molecular–ion separation,Pore engineering and charge attenuation for covalent organic framework membranes: A new approach to high-performance molecular–ion separation
R202F35A03E2E,R202F35A03E2E,doi_match+abstract_backfilled,"Sustainable Development in the Printing Industry of Bangladesh: A Qualitative Assessment of Gender Equality, Decent Work, and Hygiene Standards","Sustainable Development in the Printing Industry of Bangladesh: A Qualitative Assessment of Gender Equality, Decent Work, and Hygiene Standards"
R7050D3D0A9CF,R7050D3D0A9CF,doi_match+abstract_backfilled,The State of SDG 6 in Nigeria (2016-2024): A Critical Review of Progress and Future Strategies,The State of SDG 6 in Nigeria (2016-2024): A Critical Review of Progress and Future Strategies
R711FD4F0EDD1,R711FD4F0EDD1,doi_match+abstract_backfilled,Circular economy from wastewater resource recovery: A review of recent advances and global disparities,Circular economy from wastewater resource recovery: A review of recent advances and global disparities
R0EA2F719D175,R0EA2F719D175,doi_match+abstract_backfilled,Integrating local perceptions and Bayesian belief networks into model ecosystem services multifunctionality in the Colombian Andes,Integrating local perceptions and Bayesian belief networks into model ecosystem services multifunctionality in the Colombian Andes
R2F481E2EFDF5,R2F481E2EFDF5,doi_match+abstract_backfilled,Constructing tea polyphenol-trimesoyl chloride-induced 3D phenolic ester cross-linked networks into MXene membranes for superior cation separation,Constructing tea polyphenol-trimesoyl chloride-induced 3D phenolic ester cross-linked networks into MXene membranes for superior cation separation
RF76B93B6E57F,RF76B93B6E57F,doi_match+abstract_backfilled,"Scabies Outbreak in Pediatric Populations of Bangladesh: A Perspective on Therapeutic Management, Risk Factors, and Public Health Implications","Scabies Outbreak in Pediatric Populations of Bangladesh: A Perspective on Therapeutic Management, Risk Factors, and Public Health Implications"
R49DD8A8C55BF,R49DD8A8C55BF,doi_match+abstract_backfilled,Bacteriophage cocktails and bacterial coevolution: a systematic review of resistance prevention strategies against multidrug-resistant pathogens in sewage water,Bacteriophage cocktails and bacterial coevolution: a systematic review of resistance prevention strategies against multidrug-resistant pathogens in sewage water
RF284E632406E,RF284E632406E,doi_match+abstract_backfilled,Access to sustainable water supply: Community insights and economic valuation for the conservation of Viray watershed in the Philippines,Access to sustainable water supply: Community insights and economic valuation for the conservation of Viray watershed in the Philippines
RF38DFF0BA5CF,RF38DFF0BA5CF,doi_match+abstract_backfilled,A Comprehensive Review of Water Quality Analysis,A Comprehensive Review of Water Quality Analysis
RA02294A4D1FD,RA02294A4D1FD,doi_match+abstract_backfilled,Clay-Based Technologies for Produced Water Treatment: A Bibliometric Analysis of Global Trends and SDG Contributions (1996–2025),Clay-Based Technologies for Produced Water Treatment: A Bibliometric Analysis of Global Trends and SDG Contributions (1996–2025)
REA35C26A8C6C,REA35C26A8C6C,doi_match+abstract_backfilled,A compliance assessment tool for household pit latrines and cesspits against RS ISO 24521: evidence from Kigali City,A compliance assessment tool for household pit latrines and cesspits against RS ISO 24521: evidence from Kigali City
RDCD8E857A705,RDCD8E857A705,doi_match+abstract_backfilled,A Juxtaposed Analysis of the Challenges and Prospects of Attaining Universal Human Rights in African Polities,A Juxtaposed Analysis of the Challenges and Prospects of Attaining Universal Human Rights in African Polities
R651242143FCF,R651242143FCF,doi_match+abstract_backfilled,"Reclaimed Water ASR in a Sand-and-Gravel Aquifer: Destin Water Users System (Florida, USA) †","Reclaimed Water ASR in a Sand-and-Gravel Aquifer: Destin Water Users System (Florida, USA) †"
R0097C3056270,R0097C3056270,doi_match+abstract_backfilled,Electrode–microbe–catalyst triple coupling for efficient nitrogen conversion and recovery in wastewater,Electrode–microbe–catalyst triple coupling for efficient nitrogen conversion and recovery in wastewater
R651E8D4F8F49,R651E8D4F8F49,doi_match+abstract_backfilled,A systems thinking approach to operationalizing integrated water resources management in Ethiopia through leverage points and feedback loops,A systems thinking approach to operationalizing integrated water resources management in Ethiopia through leverage points and feedback loops
RB334FC53A1A9,RB334FC53A1A9,doi_match+abstract_backfilled,"Beyond “Potty Parity”: Public Toilets, Gendered Time Costs, and Institutional Accountability in Everyday Mobility","Beyond “Potty Parity”: Public Toilets, Gendered Time Costs, and Institutional Accountability in Everyday Mobility"
R4DAC96FD6E90,R4DAC96FD6E90,doi_match+abstract_backfilled,Health system strategies and responses to the effects of Climate Change in Sub-Saharan Africa: A scoping review,Health system strategies and responses to the effects of Climate Change in Sub-Saharan Africa: A scoping review
RCCFC0529D594,RCCFC0529D594,doi_match+abstract_backfilled,Effectiveness and equity of local climate adaptation: Evidence from a comparative LAPA case study in rural Nepal,Effectiveness and equity of local climate adaptation: Evidence from a comparative LAPA case study in rural Nepal
RF8B028A20840,RF8B028A20840,doi_match+abstract_backfilled,Clinical guidelines for the management of cytostatic extravasation in children,Clinical guidelines for the management of cytostatic extravasation in children
R47E1C373AA67,R47E1C373AA67,doi_match+abstract_backfilled,Wastewater-based epidemiology for early detection of viral outbreaks: Global evidence and insights from the Philippines,Wastewater-based epidemiology for early detection of viral outbreaks: Global evidence and insights from the Philippines
RA944E307C5CA,RA944E307C5CA,doi_match+abstract_backfilled,Dynamising One Health Through a Structured Global Networking Model,Dynamising One Health Through a Structured Global Networking Model
R1FE793483944,R1FE793483944,doi_match+abstract_backfilled,Sustainable development goal 11.1 in the Caribbean: assessing informal settlement upgrading in Trinidad and Tobago,Sustainable development goal 11.1 in the Caribbean: assessing informal settlement upgrading in Trinidad and Tobago
R06A974F94B9F,R06A974F94B9F,doi_match+abstract_backfilled,Persistent lead neurotoxicity as a consequence of global regulatory failure and trade-driven exposure inequities,Persistent lead neurotoxicity as a consequence of global regulatory failure and trade-driven exposure inequities
R0B462A3EF2D7,R0B462A3EF2D7,doi_match+abstract_backfilled,Enhancing Efficiency in Urban Water Services: Applying the Balanced Scorecard to the Portuguese Municipal Company AEP,Enhancing Efficiency in Urban Water Services: Applying the Balanced Scorecard to the Portuguese Municipal Company AEP
R200891F0108B,R200891F0108B,doi_match+abstract_backfilled,A Structured Analytical Framework to Facilitate EU Food Exports to the USA: A Case Study Analyzing Barriers and Support Strategies,A Structured Analytical Framework to Facilitate EU Food Exports to the USA: A Case Study Analyzing Barriers and Support Strategies
RE4DD022957CF,RE4DD022957CF,doi_match+abstract_backfilled,"Exploring demand and supply-side barriers to safe water, sanitation, and hygiene services in urban slums in southeast Nigeria","Exploring demand and supply-side barriers to safe water, sanitation, and hygiene services in urban slums in southeast Nigeria"
R8FAC6844BD66,R8FAC6844BD66,doi_match+abstract_backfilled,Heterogeneous sanitation infrastructure and the governance of trade-offs in Cape Town: A critical institutionalist perspective,Heterogeneous sanitation infrastructure and the governance of trade-offs in Cape Town: A critical institutionalist perspective
R669BE82AD3F6,R669BE82AD3F6,doi_match+abstract_backfilled,The burden of waterborne diseases: a review of cholera and giardiasis associated with contaminated groundwater in developing countries,The burden of waterborne diseases: a review of cholera and giardiasis associated with contaminated groundwater in developing countries
