record_id,title_abstract_decision,exclusion_reason,rationale
RC6DEB4E16C5E,include,,Multi-objective optimization of regulated water tariffs and affordability trade-offs across Brazilian municipalities.
R27B96E3357E3,exclude,E04,"Quantitative policy-text analysis of hydropower resettlement policy consistency; outcome is policy coherence, not household access/connection/affordability."
RAD0160D7783C,include,,Difference-in-differences study of water privatization reform's causal effect on child diarrhea via governance/regulatory oversight in Metro Manila.
R0075B0F4C025,exclude,E01,Qualitative study of environmental/housing injustice for a Roma community; water/sanitation access is not specifically named as the studied outcome.
R76BBC7EAE83C,exclude,E01,"Proposal for CRISPR/biosensing smart-city pandemic surveillance; wastewater is one minor monitoring point, not the focus."
R09F2255DF2A7,exclude,E06,"Scoping review of constructed-wetland treatment performance; pure engineering, no access/governance content."
RF720EDD40906,exclude,E01,"Review of wastewater surveillance methods for Mpox; disease surveillance, not water/sanitation access."
RBB724A7D7E74,exclude,E03,Ecological correlation study of sanitation infrastructure and disease rates; no legal/administrative/governance factor examined.
R2DB4C3D2BE10,exclude,E04,Machine-learning study of eutrophication mechanisms in an engineered lake; pure water-quality/hydrology science.
R0F0103F9EB42,include,,"Before-after evaluation of a WHO Water Safety Plan's effect on water supply continuity, quality compliance and customer satisfaction in Uganda."
RBF09A0DC6AED,exclude,E01,Critical review of caste-based scholarship-scheme governance; sanitation workers' children mentioned only incidentally.
R234806E56ADE,exclude,E05,"AHP-based technical decision framework for sewer technology selection; expert-judgment methodology, no empirical household population/exposure/outcome."
R3EAF6C1235BD,exclude,E01,Cross-sectional study of household practices and Lassa fever occurrence; unrelated to water/sanitation service access.
R8ACA1BA7838F,exclude,E06,"Blockchain authentication framework for water supply chain security; pure technical/engineering system, not household access."
R6467D7AED57B,exclude,E01,"Mixed-methods study of social response to a power-outage crisis; water is a secondary contextual mention, not the focus."
R01FAC8D14105,include,,Qualitative audit-document analysis reframing chronic institutional/governance failures as a driver of water-supply insecurity in South Africa.
R8EAA1DB27061,exclude,E07,"Colour-coding classification framework for agricultural wastewater distribution systems; agricultural, not household/community."
RAC07BE1CB046,include,,Qualitative household survey documenting weak enforcement of water-management policies and water accessibility gaps in a rural Philippine municipality.
RC501DFD999D5,exclude,E07,"Qualitative study of household waste-segregation practices in small Indian cities; wrong service (solid waste, not water/sanitation)."
R22849E39FE23,include,,Mixed-methods study of community water-governance structures and rural water-supply functionality in Malawi.
R977803570ABE,unsure,,"Mixed-methods study of water access effects on women's health/economic outcomes; policy-implementation gaps noted but outcome is broader welfare, not directly access/connection/affordability."
R6D46687690B9,exclude,E04,"Scoping review of emerging contaminants and governance readiness in water systems; outcome is contamination levels/regulatory readiness, not access/connection/affordability."
R5DC1CBE08A0A,exclude,E05,Narrative literature review of period poverty; no primary empirical population/exposure/outcome data collected.
RC865B4E84458,exclude,E01,Interview study of water-sector cybersecurity management; unrelated to household water/sanitation access.
RB55C5D78BAA3,exclude,E07,"Survey of occupational health/safety among waste and sanitation workers; outcome is occupational health, not water/sanitation service access."
R65C53EAF4DBB,exclude,E06,Pilot-scale study of nitrogen removal in duckweed wastewater treatment tanks; pure engineering.
R95D7C3772F37,exclude,E01,"Ethnographic study of mining-related resettlement livelihoods; piped water is one minor material gain among many, not the focus."
R814261FA3D08,exclude,E06,"Development of a global water-quality monitoring indicator framework; pure water-quality science, no access/governance outcome."
R0B54C2151A19,include,,Qualitative study of physical and social water-governance infrastructures producing gendered water insecurity in Peru.
RFBC463839F3C,exclude,E01,Participatory study of neighborhood effects on women's mental health; sanitation is one of many minor neighborhood features.
R8E5477234032,include,,Risk-assessment framework incorporating governance/compliance/inequity risk for water infrastructure in Indigenous communities in Canada.
R3FCCAE7A3384,include,,"Systematic review of governance gaps and drinking-water contamination/access disparities in Kathmandu Valley, Nepal."
R7D92E439844F,exclude,E04,"Qualitative evaluation of a monitoring framework for women-led WASH enterprises; outcome is empowerment/evaluation-methodology, not access/connection/affordability."
R0B86DAF62903,exclude,E05,Conceptual book chapter overview of multidimensional water security; no empirical population/exposure/outcome.
R030AD47716A8,include,,Qualitative study of administrative and infrastructural water-health pathways among diverse system actors in rural Guatemala.
R29AEF2E81223,include,,Ethnographic study of a national government tap-water connection programme's gendered implementation and access outcomes in rural Assam.
R435E0D0BD4EC,exclude,E01,"Performance evaluation of a poliovirus wastewater surveillance system; disease surveillance, not water/sanitation access."
RC41D3CB7123C,exclude,E03,"Cross-sectional survey of household climate vulnerability affecting WASH; exposure is housing/climate characteristics, not a legal/administrative factor."
R07005833FEFC,include,,Political-economy/document-review study of private-finance-driven water governance restructuring and racialized water access in South Africa.
R3555CE9DC15B,exclude,E01,"Panel study of air pollution, institutional quality and life expectancy in BRICS; sanitation access is a minor policy mention."
R4BA4FF1FC2E4,exclude,E07,"Study of Brazilian solid-waste policy and informal waste-collector inclusion; wrong service (solid waste, not water/sanitation)."
R1DFF7E2154A9,exclude,E07,"Study of industrial waste-management practices in food-processing plants; wrong service/population (industrial, not household)."
R509C5189DCA1,unsure,,Scenario-based hydrological/institutional modeling of utility conflicts of interest in Taipei's water supply; simulation-based rather than clear empirical population data.
R9746EB8A5684,exclude,E01,Survey of renewable-energy adoption in institutional building services; water supply is one of several minor service categories.
RBEE4CD60D4E0,include,,Bayesian hierarchical panel analysis of governance-quality index effects on WASH access outcomes across South Asian countries.
RF2BC09AB20F5,exclude,E06,Engineering study of a microbial desalination cell for bioelectricity generation; pure engineering.
RBC6A6E0FB232,exclude,E06,System-dynamics hydrological model of stormwater harvesting under drought; pure engineering/hydrology modeling.
R37CF95CDD0A6,exclude,E06,Materials-science study of a catalytic metallic glass for dye degradation; pure engineering.
R744E8D12E197,exclude,E05,Conceptual risk analysis of conflict-driven vulnerabilities in desalination systems; no empirical population/exposure/outcome.
R597802E2EC94,exclude,E04,"Matched-comparison study of women's inclusion in Water User Association governance; outcome is conservation/legalization activity, not access/connection/affordability."
RC7CF8EBDE99F,exclude,E05,Narrative review of SDG6 water governance challenges in Bangladesh; secondary-evidence synthesis without a primary empirical design.
RC3A44E9B7C2B,exclude,E07,"Qualitative study of urban littering/cleanliness governance in Indore; wrong service (solid waste/littering, not water/sanitation)."
R1452631B01A6,exclude,E01,Citizen survey evaluating a Smart City Mission; water supply/sanitation is one of several minor urban services assessed.
